"","Country","Code","Indicator","Icode","2015","2016","2017","2018","2019","2020"
"162482","Mongolia",948,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-5250849.777,12328019.7333333,3614960.42917147,-6468013.0814097,9410430.37621487,-1162108.58691244
"162489","Mongolia",948,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",277309017.734062,500012190.018802,466584890.300065,87954435.275686,387104892.743537,-519967088.106924
"162492","Mongolia",948,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-270725155.902216,-10803220.0406845,1577420539.61854,-37562622.7402383,452863437.435137,786887137.490133
"162527","Mongolia",948,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-832787304.520291,-608908875.477404,-1077790745.04772,-1814943264.17269,-2000881995.2598,-571775877.689497
"162540","Mongolia",948,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",821062.69,1752724.64,3210791.4216832,1614419.46328783,2036888.35593332,140939.456251492
"162541","Mongolia",948,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",459579273.525593,208451656.004313,768247633.321483,609537332.412396,948173253.408667,729979503.782106
"163651","Montenegro",943,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-192172004.097541,131867205.655705,92731779.064206,159731561.255886,200813109.088055,105157417.188403
"163652","Montenegro",943,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-111115141.238853,133190937.551238,356376514.178451,657146218.350115,277330006.202688,562499572.788226
"163653","Montenegro",943,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",260039225.471893,-102087607.049443,-386624455.977927,-553913375.560088,-310476907.333692,-573308905.324465
"163657","Montenegro",943,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-201839628.18782,136464090.820444,92472399.3603959,120985972.516288,202302014.411648,52914120.354532
"163664","Montenegro",943,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-443302670.260795,-706624870.34907,-761410520.224545,-943031638.124933,-795546316.13204,-1237017222.43388
"163666","Montenegro",943,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",93727996.1055125,136569131.993481,123154149.988741,234192854.648895,345736645.844156,462893289.217116
"163667","Montenegro",943,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,11492411.8208478,0,0,0,0
"163677","Montenegro",943,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",114892030.609675,-26925144.4296324,298636888.992867,496187862.541088,-9684842.55527983,276548435.28289
"163679","Montenegro",943,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",114892030.609675,-26925144.4296324,298636888.992867,496187862.541088,-9684842.55527983,358263339.13637
"163697","Montenegro",943,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",12392899.2885894,-184873587.704089,11072877.5486545,106578580.305258,76088933.9513462,-4781820.86477652
"163703","Montenegro",943,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",121560243.683865,50589899.084601,18370770.1483637,168075509.431127,405069774.822148,528236683.257481
"163784","Montenegro",943,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",-164290.61538462,-592.3409765625,0,0,668804.5684265,10044.0674286776
"163819","Montenegro",943,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",148924084.23304,31103330.5017947,-30247941.7994752,103232842.790026,-33146901.131004,-10809332.5362393
"163857","Montenegro",943,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",0,909147.338709637,136.724335384616,0,670906.3875,12578.6328330057
"163858","Montenegro",943,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",164290.61538462,46707.9180675549,0,0,562828.1190735,2534.56540432812
"163859","Montenegro",943,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",-164290.61538462,862439.420642082,136.724335384616,0,108078.2684265,10044.0674286776
"163860","Montenegro",943,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1713465828.79455,1784310769.01171,2025338318.60662,2346469793.20084,2424643403.20876,1247417064.90095
"163863","Montenegro",943,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",12182431.8527725,-177755204.98221,-6492231.40050539,39462003.9518807,8784143.14399046,9830904.96038863
"163864","Montenegro",943,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",12182431.8527725,-177755204.98221,-6492231.40050539,39462003.9518807,8784143.14399046,9830904.96038863
"163884","Montenegro",943,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",234545094.702627,135629442.73184,174583678.016123,143895817.233326,185102360.722775,310465214.268741
"163892","Montenegro",943,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-443302670.260795,-706624870.349072,-761410520.224546,-943031638.124933,-795546316.13204,-1237017222.43388
"163966","Montenegro",943,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",111130527.666002,33599012.3148627,4287576.52529635,168389172.209333,401829007.767118,528950112.400471
"163967","Montenegro",943,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2459971470.7823,2763159257.30713,3146141677.15982,3665749411.49748,3600189784.90506,2916503042.54473
"164002","Montenegro",943,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",0,0,0,0,670906.3875,12578.6328330057
"164021","Montenegro",943,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",24236920.7693059,44894152.9507831,-5241173.31316355,915396.862365314,18781963.4130787,12191596.9577175
"164022","Montenegro",943,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-15278550.1119741,60207597.1991509,-11642270.7619621,6341729.2994152,33889357.4671549,34735369.7067536
"164028","Montenegro",943,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",44878946.2034517,113585871.701943,69950043.4334662,84250884.7452896,69272902.0104129,57825986.6798922
"164036","Montenegro",943,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",237876222.523996,259158645.579605,296432665.537154,372752124.418748,394708177.417532,303846818.594566
"164082","Montenegro",943,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",1501175.14778444,4542701.80272707,1241393.46303137,20300470.3005522,15126629.9104046,13600331.9652729
"164094","Montenegro",943,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-39515470.88128,15313444.2483677,-6401097.44879859,5426332.43704988,15107394.0540762,22543772.7490361
"164098","Montenegro",943,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",167036228.975573,204811745.320634,243486023.932287,297382977.928057,330674855.719393,256190749.830872
"165021","Montserrat",351,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",16848911.8518519,-5783754.44444444,5247193.6037037,5592371.95185185,-4799847.85185185,8805118.81481482
"165058","Montserrat",351,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",520000,2045925.92592593,1381851.85185185,-412962.962962963,1046666.66666667,391481.481481481
"165061","Montserrat",351,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",1028317.37037037,-156877.037037037,697095,-166809.888888889,-152333.844444444,-399086.817777778
"165062","Montserrat",351,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",1028317.37037037,-156877.037037037,697095,-166809.888888889,-152333.844444444,-399086.817777778
"165380","Montserrat",351,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",13871724.1740741,5402568.93703704,5577265.57037037,2446675.35925926,893078.262962963,7420031.5962963
"165416","Montserrat",351,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",13094141.7784085,-3789895.15159011,-598810.34594423,539367.127475785,1925810.26042246,12995746.974593
"165434","Montserrat",351,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",0,0,0,0,0,0
"165436","Montserrat",351,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",6367882.14444444,-2111592.59259259,-1775330,2511737.40740741,6420370.37037037,15864814.8148148
"165439","Montserrat",351,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",13094141.7784085,-3789895.15159012,-598810.345944219,539367.127475779,1925810.26042244,12995746.974593
"165453","Montserrat",351,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",0,0,0,0,0,0
"165457","Montserrat",351,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",740.740740740741,-13333.3333333333,-69259.2592592593,-7777.77777777778,-231481.481481481,0
"165463","Montserrat",351,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",740.740740740741,-13333.3333333333,-69259.2592592593,-7777.77777777778,-231481.481481481,0
"165464","Montserrat",351,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",1029058.11111111,-170210.37037037,627835.740740741,-174587.666666667,-383815.325925926,-399086.817777778
"165465","Montserrat",351,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-509058.111111111,2216136.2962963,754016.111111111,-238375.296296296,1430481.99259259,790568.299259259
"165469","Montserrat",351,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",13871724.1740741,5402568.93703704,5577265.57037037,2446675.35925926,893078.262962963,7420031.5962963
"165471","Montserrat",351,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",18989127.7861493,18373227.4472163,20340768.7519259,22978247.5534397,22626843.9844606,15378799.3011632
"165485","Montserrat",351,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",13871724.1740741,5402568.93703704,5577265.57037037,2446675.35925926,893078.262962963,7420031.5962963
"165488","Montserrat",351,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1181931.05521704,2517018.2898037,1582513.57822222,1711159.35469917,1843181.87114775,1312574.00753505
"165490","Montserrat",351,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",4593776.95318518,4339255.51601815,3962849.69100889,4184356.77035996,4042781.88399789,3453465.25957954
"165531","Montserrat",351,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",53593837.9521444,51908271.4838011,53361874.8935644,51791692.0828563,48595681.9260007,43132552.6886637
"165697","Montserrat",351,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,43970.4222222222
"165699","Montserrat",351,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",245435.185185185,347090.561481481,501936.847851852,264852.951851852,257400.292592593,-76987.8748532707
"165708","Montserrat",351,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",16848911.8518519,-5783754.44444444,4947670.27037037,5583444.17407407,-4799847.85185185,8805118.81481482
"165737","Montserrat",351,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",0,0,299523.333333333,8927.77777777778,0,0
"165770","Montserrat",351,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",13871724.1740741,5402568.93703704,5577265.57037037,2446675.35925926,893078.262962963,7420031.5962963
"165772","Montserrat",351,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0
"165803","Montserrat",351,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",0,0,0,0,0,0
"165807","Montserrat",351,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-221256.666666667,372609.259259259,-1017314.7962963,1017314.44074074,-796238.97037037,25918.1407407406
"166328","Montserrat",351,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",0,0,0,0,0,0
"166773","Montserrat",351,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",0,0,0,0,0,0
"166826","Morocco",686,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",617925.908927587,0,0,0,0,318558.570036253
"166839","Morocco",686,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",656593012.785484,579110734.91157,1012160431.61149,780869404.766723,893137828.477914,459296911.76683
